from,to,in_degree_from,in_degree_to,out_degree_from,out_degree_to,overall_degree_from,overall_degree_to,label
427739,110217,2,1,0,0,2,1,0
2567446,2412893,1,1,0,0,1,1,0
481228,1808012,1,1,0,0,1,1,0
1339180,1638217,3,3,0,0,3,3,0
3391228,3794862,1,7,0,0,1,7,0
1193552,3900691,1,4,0,0,1,4,0
4813577,3347126,4,2,0,0,4,2,0
209555,3876523,8,2,0,0,8,2,0
2164881,844149,4,1,0,0,4,1,0
3630012,2977974,1,2,0,0,1,2,0
1947720,3160489,5,1,0,0,5,1,0
2698353,4528124,1,3,0,0,1,3,0
1904609,3308899,1,2,0,0,1,2,0
1702675,2321633,1,1,0,0,1,1,0
1527935,2130830,2,2,0,0,2,2,0
784621,417694,2,1,0,0,2,1,0
2848479,946939,1,1,0,0,1,1,0
1080429,3157792,1,1,0,0,1,1,0
3678847,4835135,17,1,0,0,17,1,0
2998976,3922116,1,1,0,0,1,1,0
429016,2248122,1,1,0,0,1,1,0
3398515,4370419,1,2,0,0,1,2,0
2460841,173768,2,7,0,0,2,7,0
1090986,3972703,1,5,0,0,1,5,0
4468921,3141621,1,3,0,0,1,3,0
39405,1884762,16,4,0,0,16,4,0
352221,1020007,1,3,0,0,1,3,0
4299668,3709610,1,1,0,0,1,1,0
1022116,101941,1,2,0,0,1,2,0
1399548,425396,1,4,0,0,1,4,0
3228876,4533938,2,8,0,0,2,8,0
3558903,3033134,15,2,0,0,15,2,0
3078924,605467,2,11,0,0,2,11,0
3282018,1988909,1,1,0,0,1,1,0
1679153,3010146,3,1,0,0,3,1,0
370982,116471,1,21,0,0,1,21,0
519078,2196790,78,1,0,0,78,1,0
2391854,3740299,1,2,0,0,1,2,0
1364991,4735268,2,4,0,0,2,4,0
2630771,3007868,1,1,0,0,1,1,0
3556955,410812,1,1,0,0,1,1,0
4532839,2501652,1,40,0,0,1,40,0
1283355,1032805,1,1,0,0,1,1,0
2612427,2642730,1,1,0,0,1,1,0
1720094,4193313,1,2,0,0,1,2,0
1598158,1760295,1,3,0,0,1,3,0
954672,1804345,1,11,0,0,1,11,0
2074867,3732014,1,2,0,0,1,2,0
78316,441443,1,26,0,0,1,26,0
190937,3390240,1,1,0,0,1,1,0
2866631,4161473,21,6,0,0,21,6,0
2137370,3882395,1,42,15,602,16,644,0
2745790,4603295,1,1,0,0,1,1,0
1713556,3427135,1,1,0,0,1,1,0
833358,860769,2,2,0,0,2,2,0
4507676,4602584,3,2,0,0,3,2,0
2268671,1724345,1,1,0,0,1,1,0
1120712,4106085,1,1,0,0,1,1,0
2985993,4246169,1,1,0,0,1,1,0
3787151,223526,1,1,0,0,1,1,0
1946457,1276996,2,1,0,0,2,1,0
3486569,2765127,1,1,0,0,1,1,0
4251373,4674865,7,1,0,0,7,1,0
1426888,1503830,1,4,0,0,1,4,0
2513489,1046292,2,2,0,0,2,2,0
4634539,3366938,1,1,0,0,1,1,0
3455970,3066565,2,1,0,0,2,1,0
4651219,1247885,2,1,0,0,2,1,0
3475757,1076139,4,1,0,0,4,1,0
4688667,236841,1,1,0,0,1,1,0
2043628,1400790,23,3,0,0,23,3,0
1315253,3416329,1,3,0,0,1,3,0
651673,3685814,13,1,0,0,13,1,0
578724,4841079,1,1,0,0,1,1,0
3804511,1623815,3,2,0,0,3,2,0
4320313,3807990,1,2,0,0,1,2,0
476468,917574,7,1,0,0,7,1,0
2428043,4667860,4,3,0,0,4,3,0
1049160,1360605,1,21,0,0,1,21,0
4178878,4009137,1,12,0,0,1,12,0
68833,2453904,1,2,0,0,1,2,0
3456137,2931905,7,1,0,0,7,1,0
4173373,4507403,1,1,0,0,1,1,0
4300314,965985,1,1,0,0,1,1,0
4512,2585786,13,3,0,0,13,3,0
2026302,1399703,1,29,0,111,1,140,0
1045434,3625614,4,14,0,0,4,14,0
3933381,1273386,3,1,0,0,3,1,0
4006676,4726455,2,2,0,0,2,2,0
1851985,2910871,1,31,0,0,1,31,0
4292374,2888414,1,1,0,0,1,1,0
720366,2794682,71,6,0,0,71,6,0
4679821,2169971,1,1,0,0,1,1,0
4174542,1013115,1,4,0,0,1,4,0
3667364,4464188,1,1,0,0,1,1,0
606293,2972978,1,1,0,0,1,1,0
2165605,897677,1,1,0,0,1,1,0
1482110,601541,1,2,0,0,1,2,0
2282321,4653460,22,1,0,0,22,1,0
3916519,622738,1,1,0,0,1,1,0
3646238,265948,47,2,0,0,47,2,0
1414504,4442192,1,1,0,0,1,1,0
1704874,2129029,1,28,0,0,1,28,0
533763,43243,1,3,0,0,1,3,0
369597,4428805,1,27,0,0,1,27,0
3400809,3312337,4,9,0,0,4,9,0
3329446,2379076,1,1,0,0,1,1,0
3926208,2053378,3,2,0,0,3,2,0
115605,1759986,1,20,0,0,1,20,0
843936,3001635,2,3,0,0,2,3,0
4283015,2483531,19,1,0,0,19,1,0
4437084,3532721,2,1,0,0,2,1,0
1542394,3806788,1,42,0,0,1,42,0
3505609,2774176,2,1,0,0,2,1,0
3448835,2014835,2,2,0,0,2,2,0
2621078,4256138,1,1,0,0,1,1,0
698437,887806,1,1,0,0,1,1,0
3793950,4130183,1,1,0,0,1,1,0
4192561,2788297,1,2,0,0,1,2,0
1659125,917147,1,2,0,0,1,2,0
312957,4141122,1,1,0,0,1,1,0
629242,564704,13,1,0,0,13,1,0
289991,4616602,1,2,0,0,1,2,0
3061856,1324756,2,1,0,0,2,1,0
2396961,2676512,1,7,0,0,1,7,0
73548,3201491,1,1,0,0,1,1,0
421357,1660344,2,1,0,0,2,1,0
327171,887242,1,2,0,0,1,2,0
129938,1466302,6,3,0,0,6,3,0
3166547,770353,1,2,0,0,1,2,0
3137727,1465991,2,1,0,0,2,1,0
344641,2037319,2,7,0,0,2,7,0
4656240,3577497,3,1,0,0,3,1,0
3202016,3888517,1,1,0,0,1,1,0
3737148,1011415,1,1,0,0,1,1,0
2110080,71974,2,1,0,0,2,1,0
157664,3334603,1,2,0,0,1,2,0
1996084,4631897,1,1,0,0,1,1,0
1462612,4506101,1,1,0,0,1,1,0
1003571,526032,1,1,0,0,1,1,0
375566,4482614,1,1,0,0,1,1,0
724194,1216062,4,1,0,0,4,1,0
1118670,1810555,1,3,0,0,1,3,0
1313975,754402,1,56,0,0,1,56,0
2255920,2151070,1,1,0,0,1,1,0
26332,2623072,1,2,0,0,1,2,0
2299901,1638672,1,1,0,0,1,1,0
2858551,3085983,1,1,0,0,1,1,0
884973,3354997,1,1,0,0,1,1,0
4389448,4067947,1,1,0,0,1,1,0
830903,4273695,1,2,0,0,1,2,0
1954593,1179329,9,3,0,0,9,3,0
4466361,1617076,1,1,0,0,1,1,0
4392834,2650642,5,6,0,0,5,6,0
783607,1151264,2,1,0,0,2,1,0
1098208,872414,2,1,0,0,2,1,0
4272839,4171656,1,1,0,0,1,1,0
310727,4613299,2,1,0,0,2,1,0
2504876,2878251,1,2,0,0,1,2,0
1990756,2696841,1,2,0,0,1,2,0
2645748,3662269,1,1,0,0,1,1,0
3500178,3773318,2,1,0,0,2,1,0
2210671,3260465,2,10,0,0,2,10,0
4332606,1314849,30,2,0,0,30,2,0
4049663,4224050,7,1,0,0,7,1,0
2125659,2442490,1,1,0,0,1,1,0
26774,3033036,1,50,0,0,1,50,0
1030093,4127520,2,1,0,0,2,1,0
3384193,2113841,3,1,0,0,3,1,0
4803871,171094,1,1,0,0,1,1,0
3920029,4567758,1,1,0,0,1,1,0
1234310,4411367,2,2,0,0,2,2,0
2863027,4824289,4,27,0,0,4,27,0
1111339,3051076,7,2,0,0,7,2,0
2362838,2344243,1,1,0,0,1,1,0
3439572,574881,1,2,0,0,1,2,0
2320603,3155495,2,1,0,0,2,1,0
104839,3349477,1,1,0,0,1,1,0
2557772,661329,1,1,0,0,1,1,0
1235295,1969277,1,3,0,0,1,3,0
355554,1903545,1,2,0,0,1,2,0
3036771,1921295,1,1,0,0,1,1,0
3773407,2234272,1,12,0,0,1,12,0
67925,2040561,5,2,0,0,5,2,0
1664726,377871,8,1,0,0,8,1,0
543647,3402138,2,1,0,0,2,1,0
4128080,1612914,4,1,0,0,4,1,0
2938635,4064061,21,1,0,0,21,1,0
4039567,1053893,4,1,0,0,4,1,0
1969930,3467583,4,1,0,0,4,1,0
581137,2096887,1,2,0,0,1,2,0
4087035,3948920,1,33,0,0,1,33,0
2578105,1811305,1,2,0,0,1,2,0
98885,1379320,1,7,0,0,1,7,0
3351754,1933431,1,2,0,0,1,2,0
1601634,3819159,1,2,0,0,1,2,0
2971146,1283763,1,5,0,0,1,5,0
582513,3186300,3,2,0,0,3,2,0
332035,2746911,6,1,0,0,6,1,0
3464237,2767481,2,1,0,0,2,1,0
4070396,414022,4,1,0,0,4,1,0
1061485,4415562,1,1,0,0,1,1,0
1357469,4764451,2,4,0,0,2,4,0
2965731,1376695,1,1,0,0,1,1,0
4777303,3101001,1,1,0,0,1,1,0
1705139,2219956,1,2,0,0,1,2,0
2769428,654313,1,9,0,0,1,9,0
714408,1024295,3,3,0,0,3,3,0
4494980,3564941,1,1,0,0,1,1,0
743394,3999849,2,1,0,0,2,1,0
4761560,666912,1,2,0,0,1,2,0
4254406,3240972,1,1,0,0,1,1,0
4290607,3875324,1,1,0,0,1,1,0
2260895,3161534,1,1,0,0,1,1,0
215227,3022446,2,27,0,0,2,27,0
1676016,3416034,1,1,0,0,1,1,0
2951948,2802776,4,1,0,0,4,1,0
1145271,1210340,1,9,0,0,1,9,0
585995,1675098,1,1,0,0,1,1,0
4827030,1535858,1,3,0,0,1,3,0
995927,1580916,1,1,0,0,1,1,0
2471437,1665177,1,1,0,0,1,1,0
863536,3545845,1,4,0,0,1,4,0
3128551,3362093,2,1,0,0,2,1,0
3031987,2788191,1,1,0,0,1,1,0
2053353,4463833,1,2,0,0,1,2,0
1269671,4420045,1,1,0,0,1,1,0
2165502,4165,1,1,0,0,1,1,0
2757192,1466294,1,1,0,0,1,1,0
1753601,890167,2,3,0,0,2,3,0
3391171,2761733,3,8,0,0,3,8,0
1426867,2944828,1,1,0,0,1,1,0
955108,2172997,2,1,0,0,2,1,0
370543,2150290,26,1,0,0,26,1,0
1400271,3221725,1,2,0,0,1,2,0
1221281,2035054,133,1,1378,0,1511,1,0
25601,448542,1,6,0,0,1,6,0
3388901,3745428,62,13,0,0,62,13,0
864250,336951,1,1,0,0,1,1,0
2060192,4593177,2,14,0,0,2,14,0
3792091,4700322,1,1,0,0,1,1,0
1213505,4287133,1,1,0,0,1,1,0
3846098,1408449,4,1,65,0,69,1,0
2016654,3348179,1,2,0,0,1,2,0
333265,2165527,1,1,0,0,1,1,0
3703466,4100424,1,17,0,0,1,17,0
2113424,695683,1,1,0,0,1,1,0
1849587,4670942,1,1,0,0,1,1,0
3129916,337633,2,2,0,0,2,2,0
4791990,4133318,1,1,0,0,1,1,0
1279548,3718796,2,1,0,0,2,1,0
2294233,2230825,2,1,0,0,2,1,0
4218591,2080732,1,2,0,0,1,2,0
1729640,2033917,5,1,0,0,5,1,0
1440380,1859747,1,11,0,0,1,11,0
1452172,4263924,3,8,0,0,3,8,0
561209,1298610,1,2,0,0,1,2,0
2866500,609406,2,1,0,0,2,1,0
3766395,3992756,1,2,0,0,1,2,0
2980248,2022233,1,237,0,0,1,237,0
3998459,1474117,8,1,0,0,8,1,0
1274537,4664400,2,2,0,0,2,2,0
1919943,718066,1,7,0,0,1,7,0
785220,557124,1,2,0,0,1,2,0
2367834,1042739,4,4,0,0,4,4,0
3476407,4608935,9,1,0,0,9,1,0
2997984,422063,1,1,0,0,1,1,0
1994265,879196,1,5,0,0,1,5,0
2052690,4761621,4,2,0,0,4,2,0
1655784,4551701,2,4,0,3,2,7,0
3326438,323359,1,1,0,0,1,1,0
346258,2633858,1,1,0,0,1,1,0
2093235,4423967,3,32,0,0,3,32,0
2181674,3988226,1,3,0,0,1,3,0
4443110,3395564,1,37,0,0,1,37,0
1641524,967918,1,2,0,0,1,2,0
618443,3961988,2,1,0,0,2,1,0
295665,3277953,1,10,0,0,1,10,0
4228820,3116181,4,1,0,0,4,1,0
839453,1241186,1,1,0,0,1,1,0
4114554,4592194,6,5,0,0,6,5,0
2802889,4179620,1,2,0,0,1,2,0
879295,3094801,2,4,0,0,2,4,0
1518664,1777594,22,1,0,0,22,1,0
2111063,2844088,15,1,0,0,15,1,0
3375605,1139130,21,1,0,0,21,1,0
1711598,2865490,1,1,0,0,1,1,0
607187,2934054,1,2,0,0,1,2,0
1632082,1985590,1,1,0,0,1,1,0
1133218,1040023,1,2,0,0,1,2,0
4545065,2561005,4,2,0,0,4,2,0
1764592,3316439,1,1,0,0,1,1,0
3315115,3424160,1,1,0,0,1,1,0
1059512,2775335,1,1,0,0,1,1,0
3442605,2312239,1,1,0,0,1,1,0
